Week,size,idvc,beta,bm,m12,m1,roe,ag,dtvm,ep,market,rf
2000-01-07,0.164947521650471,-0.0270233022465308,-0.4340271859241209,0.3961762139442408,0.1167724375005942,-0.0845308343174452,-0.1644162587977838,0.0677292318511205,0.1082794625836937,0.383977075037143,0.0318624771880466,0.00021
2000-01-14,0.9091305360938952,0.2061084351140363,0.1173578620566712,-0.0148317662287431,0.1071512577252275,0.0241396235615403,0.1194037360410915,-0.0257454907804746,0.4647723134623099,-0.0635052053788737,-0.0875942665445378,0.00021
2000-01-21,0.0964099458233075,-0.0503075981645914,-0.0351424661034555,0.093590299315188,-0.1342902662319168,0.0763053758850507,0.008937147759312,0.0333825023254291,-0.0438642739067895,0.0389871615451419,-0.017263213687402,0.00021
2000-01-28,-0.2831794479695357,0.1983673255365401,0.1503048735868256,-0.1439264641310001,0.2536087157075891,-0.1468845783474778,-0.1746168342797144,-0.1844491223063949,0.1310112184599897,-0.0075636943189922,-0.026133001510155,0.00021
2000-02-04,-0.0450626456690534,-0.0034064775343518,0.054970678832951,-0.0648174365164736,0.2138583299271762,0.2150380715584795,-0.1009434289800188,-0.1131459936646254,0.0477329854496897,0.0043095222966915,0.024050687157781,0.00021
2000-02-11,-0.017933956553244,0.1543501804202721,-0.1124079136574533,0.0102855727354623,0.0479020880009747,-0.0465258088412157,0.0912535150867995,0.0874309862967117,0.0654627669904655,0.0058419108930755,0.0280563005960468,0.0002200000000001
2000-02-18,-0.0543389678115574,0.1354174657099243,-0.0434162556852113,0.0687645769065653,-0.1358219760815362,-0.1314005715736625,0.0409853521379927,-0.0056086314323458,0.0740773537150808,0.0290416565937348,0.0764548362612504,0.0002200000000001
2000-02-25,-0.0027725023773079,-0.0671503453735919,0.0698999398109924,-0.058440823375819,0.1089974643528091,0.1045636461165795,-0.0090876985294093,-0.0163851078223821,-0.0815294276952383,0.0210424697812862,-0.0504154992506817,0.0002200000000001
2000-03-03,-0.1220604187060526,0.1461595412258773,-0.0289548816177387,0.0444297732045569,-0.0633795603153773,0.2433859255463588,0.0592008032519716,0.061629820039143,0.0728519800548852,-0.0585804720875882,0.0405621242503384,0.0002200000000001
2000-03-10,-0.0429059917205292,0.1673752468929579,0.0660916695490552,0.0111603716239871,0.0253296615845339,0.0814861827381505,-0.08238777969431,-0.086172366873983,0.1093520020964992,-0.0081511007066906,0.0455899635195509,0.0001999999999999
2000-03-17,0.0416244243021897,-0.0114036610128715,-0.0908175948238176,0.0604016897354539,-0.1194027152836338,-0.0264635377366204,0.0456165835630293,0.0698263215695108,0.0203870905627326,0.0278334426773191,-0.0372818822935834,0.0001999999999999
2000-03-24,-0.1158014708779099,0.0738630565847232,-0.078110004880306,-0.1162955675425659,-0.1838283859190309,0.1443932878256674,-0.005159229577511,-0.0722126074094577,0.0323636272189928,-0.0587309138247202,0.0080588745885166,0.0001999999999999
2000-03-31,-0.0029860375850203,0.0268873099188768,0.029223916170022,-0.1102695319018826,-0.0498712761523902,0.0075849523907517,0.0290158679345583,0.0099977038236499,-0.0716214933376508,0.122409446711848,0.0614118458019572,0.0001999999999999
2000-04-07,0.0487255119166703,-0.1440420803735921,0.0229207287027671,0.0143420518784356,0.0345446657588579,-0.1474455788184935,-0.0800935158773603,0.021560323629774,-0.0631621370195737,0.0047814532276172,-0.0765287658682131,0.00024
2000-04-14,-0.0512147662964509,0.0730756514224824,-0.0147841375027645,-0.023359669736146,0.0116050135751816,0.0674409581606093,-0.0239382850301933,-0.0280552841134028,0.0457657898622611,-0.0047516243874687,-0.002497494513977,0.00024
2000-04-21,0.0288960388248757,-0.0460329908676175,-0.089610916515888,0.0301254420613294,-0.0835121156032506,0.022408231693614,0.0037802938760215,0.0864618094307929,-0.0740660357444836,0.0179488483208548,-0.1239334296297967,0.00024
2000-04-28,-0.0466237480277797,0.1528318246367556,-0.0287737593386818,0.0052386519823827,0.0376228012225229,0.1617503320623641,-0.0008835946970057,-0.0939684717207339,0.1111433321079275,0.0043763710895737,0.0409669992013477,0.00024
2000-05-05,-0.0859882576097566,-0.0700248834391496,0.2446268166643563,-0.1530527431664961,0.2204402620791247,0.0490412413258194,-0.1539975752841849,-0.0635350396932865,-0.1892714508907061,-0.0050212976008133,0.0099016472811466,0.0002299999999999
2000-05-12,-0.0810707099449685,0.0005576212083749,0.0681026753147486,-0.0113440156414893,-0.0363614956605693,-0.0301569194420705,-0.0277124966880981,-0.0196833114717499,-0.0500626340498258,0.0057582946477684,-0.0398407144652142,0.0002299999999999
2000-05-19,0.0082051199087356,0.0394469385551598,-0.0218197472089438,0.0699987831821151,-0.0611347265556239,0.0104780680712784,0.0636823065304204,0.0321260419212632,0.01956345675563,-0.0063145040775069,-0.00132205892222,0.0002299999999999
2000-05-26,-0.0041990767503188,-0.025103233456731,0.008401686841558,-0.0090676595521352,-0.0120065484155256,-0.0113159653638854,-0.0075331991258112,0.0113161244605187,0.0106690191784913,-0.0348366992614062,-0.0497651414862948,0.0002299999999999
2000-06-02,-0.0664730856206912,0.0696813475439179,0.0433420793504103,-0.0600251028455025,0.1044807835115708,0.1634001270196606,-0.0500828442144037,-0.0512343003938888,-0.0500770196138372,-0.053313714575555,-0.0117150953310047,0.0002299999999999
2000-06-09,-0.0577175619844956,0.0773857946800981,0.0708057079703592,0.0138134159498629,-0.002469873684251,-0.0500644091777077,0.0042726024841032,-0.0342147327011015,-0.0333170630171156,0.0120529523410252,0.1349982504559905,0.00018
2000-06-16,-0.0322163473200319,0.0354132824969386,-0.0076168911654136,0.0301035181215574,-0.0646554203255731,0.0313393962481471,0.0439921799727549,-0.0028050014433119,-0.0388864519369706,-0.0084335108996568,0.0121910163362266,0.00018
2000-06-23,-0.0135611550156432,0.0111534270614024,-0.0315605225874598,0.034726719775938,-0.0501100480146336,0.0771925137344403,0.053799953719565,0.0028223315407663,0.0107837495682309,0.0027771576246673,0.0132307280263841,0.00018
2000-06-30,0.0438258832094446,0.0488317456591613,-0.0994817024256358,0.0722421440979306,-0.0651963982451652,-0.0409583709464847,0.0295376465290439,0.033309238265336,0.0668451288164483,-0.0077733766603298,-0.0177384682436789,0.00018
2000-07-07,-0.0077823038364871,0.007664895209079,0.0173534624956732,-0.0091549178474501,0.0146934085494362,0.0974618757737773,0.0047633214961723,-0.0266188745712479,-0.0725323537765722,0.0288234919565055,0.0091407987153064,0.00024
2000-07-14,0.0394410702735579,-0.0658028048263407,-0.0008749698383362,0.0655823134265515,-0.0917360152045451,-0.0657563035079508,0.0517428562416898,0.0494299939360068,0.0554513032983118,-0.0005592251192852,0.0690667951630297,0.00024
